subflow_fwd_bytes,avg_fwd_segment_size,fwd_packet_length_max,fwd_act_data_packets,fwd_packet_length_mean,fwd_iat_std,fwd_packets_length_total,init_fwd_win_bytes,subflow_fwd_packets,fwd_header_length,record_id,event_time,label
30,6.0,6,4,6.0,1029805.6,30,256,5,100,b12c1808-84a2-41de-8980-c8dc7b933d21,1749057104.0,1
26,8.666667,20,2,8.666667,363.45288,26,8192,3,72,e23a0f92-dd58-4d51-9a67-0dcc79d6cdd2,1749057104.0,1
50,7.142857,20,5,7.142857,2587162.5,50,256,7,152,1989d1cc-f7d1-4eb7-ac08-9a34419563b1,1749057104.0,1
56,7.0,20,6,7.0,28900000.0,56,256,8,172,23bb1db7-4c72-40a7-aca8-b9ba3604c7ca,1749057104.0,1
12,6.0,6,1,6.0,0.0,12,30,2,40,31bf4cec-5645-4d6d-8631-15340efdeb3c,1749057104.0,0
86,43.0,43,1,43.0,0.0,86,-1,2,64,35d16614-2a9f-40a3-b023-dd84c528ca56,1749057104.0,0
24,6.0,6,3,6.0,65537.38,24,256,4,80,2f03c246-d19b-494b-8d72-198ad59e6c9d,1749057104.0,1
12,6.0,6,1,6.0,0.0,12,30016,2,40,ed8bc3e2-8f3b-479a-8c66-d4e399d9f333,1749057104.0,0
12,6.0,6,1,6.0,0.0,12,256,2,40,9f3ce1ba-5a4c-485f-9e18-6f84aae7baff,1749057104.0,0
26,8.666667,20,2,8.666667,299.81326,26,8192,3,72,aaa9c7c3-355d-4001-86ff-932f58212632,1749057104.0,1
26,8.666667,20,2,8.666667,5702.109,26,8192,3,72,2dc8fa39-ca56-4b37-83c9-efa8c950dfb9,1749057104.0,1
26,8.666667,20,2,8.666667,412.24326,26,8192,3,72,7fae3d74-a096-45ea-8a3b-a8f27b449cda,1749057104.0,1
41,41.0,41,0,41.0,0.0,41,-1,1,32,1362979f-a03a-4d71-8818-dfcd75ded0d0,1749057104.0,0
0,0.0,0,0,0.0,0.0,0,304,1,32,5f698673-8bdb-483f-8e3b-3588f09bf7e6,1749057104.0,0
6,6.0,6,0,6.0,0.0,6,229,1,20,dc38f848-7a04-417b-8372-ac9a89d9a6ab,1749057104.0,0
11607,1934.5,7300,4,1934.5,32400000.0,11607,229,6,132,a685d9ad-078b-476f-b29c-4630509cde1e,1749057104.0,0
30,6.0,6,4,6.0,1130008.0,30,256,5,100,f6dbdc86-1e0a-415b-b66f-890d5f09c8e0,1749057104.0,1
90,45.0,45,1,45.0,0.0,90,-1,2,64,8dc43448-543f-49fb-96ae-99c8f142a81f,1749057104.0,0
26,8.666667,20,2,8.666667,25461.502,26,8192,3,72,cca56f61-6e53-4d05-a356-1f0ba59e0deb,1749057104.0,1
8299,1383.1666,4293,2,1383.1666,186715.06,8299,29200,6,200,7fa34c4d-a4f9-49a7-9da4-a9cde43b6d38,1749057104.0,0
390,43.333332,209,7,43.333332,1653253.5,390,8192,9,204,d95b853a-51a2-4628-b1cd-58f0b3ef9daf,1749057104.0,0
30,6.0,6,4,6.0,3959068.8,30,256,5,100,45bd86d4-50b7-4aa2-876c-4342f732b0a5,1749057104.0,1
26,8.666667,20,2,8.666667,390.32294,26,8192,3,72,4461a6f1-53f5-4c0e-972e-d9b33ddd8585,1749057104.0,1
62,6.888889,20,7,6.888889,27800000.0,62,256,9,192,9b21ba55-9407-4204-a3c9-b0e90efeee0d,1749057104.0,1
26,8.666667,20,2,8.666667,337.28995,26,8192,3,72,795d0ef2-7b95-464a-b66c-ac954a37bfde,1749057104.0,1
30,6.0,6,4,6.0,560237.06,30,256,5,100,9c441c9e-280b-42b2-a37c-a822238ee85a,1749057104.0,1
26,8.666667,20,2,8.666667,402.34375,26,8192,3,72,90fd810d-b2ed-4b21-95c6-286bcd87e0f0,1749057104.0,1
26,8.666667,20,2,8.666667,419.31433,26,8192,3,72,fe8de595-f136-4b89-b7a8-38a0f7a009b1,1749057104.0,1
26,8.666667,20,2,8.666667,410.82904,26,8192,3,72,b5094ac2-33da-4c49-80c4-23c6772d9a66,1749057104.0,1
1375,1375.0,1375,0,1375.0,0.0,1375,229,1,20,0d3c389f-de8a-4308-a942-7abd8bd16264,1749057104.0,0
24,6.0,6,3,6.0,4755764.5,24,256,4,80,f1256188-352a-4559-a15a-df6f405b3e66,1749057104.0,1
26,8.666667,20,2,8.666667,195.16147,26,8192,3,72,edfe71d4-69ea-4771-8b5e-72e4e5a7f3bd,1749057104.0,1
70,35.0,35,1,35.0,0.0,70,-1,2,40,a5ea90a5-e6e0-4551-8dce-3e8d7d7e7d6f,1749057104.0,0
26,8.666667,20,2,8.666667,377.59503,26,8192,3,72,37d289f1-750d-4110-b5e5-50af64926c67,1749057104.0,1
24,6.0,6,3,6.0,2357763.0,24,256,4,80,6ccbcf32-bc17-4689-bd74-7b08dad2d763,1749057104.0,1
0,0.0,0,0,0.0,0.0,0,114,1,32,b4d327b9-177c-44a2-aaf0-3dd6bcc242fe,1749057104.0,0
24,6.0,6,3,6.0,16818.424,24,256,4,80,ff0e44be-fe93-45b8-95da-325a2103d70e,1749057104.0,1
26,8.666667,20,2,8.666667,16273.355,26,8192,3,72,8bb3d66d-e339-4706-9f85-c566eb3661ec,1749057104.0,1
26,8.666667,20,2,8.666667,352.1392,26,8192,3,72,e04127b4-4bd3-46bc-a56e-159ae87191a3,1749057104.0,1
12,6.0,6,1,6.0,0.0,12,571,2,40,0d6a2d3f-1faa-4e1f-8323-5ae530aef89b,1749057104.0,0
12,6.0,6,1,6.0,0.0,12,237,2,40,4e5e44af-8b85-4ba2-9afe-aeab4cd46e6a,1749057104.0,0
50,50.0,50,0,50.0,0.0,50,-1,1,32,c95ee480-cb46-45c9-b46b-92b38c6e7966,1749057104.0,0
26,8.666667,20,2,8.666667,18407.404,26,8192,3,72,1844da75-b75c-4dbf-8776-2eb0b3a0bf8d,1749057104.0,1
24,6.0,6,3,6.0,44221.027,24,256,4,80,c91fb5cb-a961-45c7-865a-fd6241d5ad0e,1749057104.0,1
56,56.0,56,0,56.0,0.0,56,-1,1,20,39dc7bf8-c39a-4ee5-a51b-514929700ca2,1749057104.0,0
30,6.0,6,4,6.0,629867.25,30,256,5,100,0e2710ca-49fa-4429-881c-dc2c9cf6f868,1749057104.0,1
26,8.666667,20,2,8.666667,392.44427,26,8192,3,72,dc948696-023f-46a2-a921-716882e0c018,1749057104.0,1
56,56.0,56,0,56.0,0.0,56,-1,1,32,57ae5e67-0d33-47ff-9263-1b5d47026e5e,1749057104.0,0
64,64.0,64,0,64.0,0.0,64,-1,1,20,b6c70f3f-8e43-4f59-bc6d-e62ed643c11b,1749057104.0,0
30,6.0,6,4,6.0,5760191.5,30,256,5,100,5dbfcff1-c2ca-4bea-9fd6-2aa24ce23a15,1749057104.0,1
26,8.666667,20,2,8.666667,344.361,26,8192,3,72,e2b215b1-a5db-4f60-958b-b0a91103e521,1749057104.0,1
26,8.666667,20,2,8.666667,9222.087,26,8192,3,72,67b2fedd-d1a2-44e3-b5d8-a4355c680165,1749057104.0,1
26,8.666667,20,2,8.666667,12522.861,26,8192,3,72,f81a711f-c792-48e0-b2a4-44c1f85a84bb,1749057104.0,1
272,90.666664,229,2,90.666664,2.1213202,272,131,3,60,ac90c07e-bc14-4c02-916e-b6d700b9cde2,1749057104.0,0
6,6.0,6,0,6.0,0.0,6,229,1,20,ffc236c1-36a8-4340-88a1-86e6889c06e4,1749057104.0,0
94,47.0,47,1,47.0,0.0,94,-1,2,40,d9dc5edb-1482-4ab3-b0ed-2d1bead11022,1749057104.0,0
1375,1375.0,1375,0,1375.0,0.0,1375,229,1,20,21a7ab24-7d24-4263-aad0-a22e26e6baa9,1749057104.0,0
6,6.0,6,0,6.0,0.0,6,229,1,20,d5a0e0e5-fe62-482a-8b65-fe031c228dcb,1749057104.0,0
26,8.666667,20,2,8.666667,4970.2534,26,8192,3,72,6ba180ad-37bc-43cd-aee5-02755e74fefd,1749057104.0,1
30,6.0,6,4,6.0,2094179.5,30,256,5,100,dc2836db-27b4-4144-ac72-c6c09ac29001,1749057104.0,1
38,6.3333335,20,3,6.3333335,33900000.0,38,256,6,144,f5c003a3-2cc4-48c2-9a69-f83c6801f4c5,1749057104.0,1
6,6.0,6,0,6.0,0.0,6,229,1,20,4fe46452-c91d-411b-a09e-b8b1f986a2bc,1749057104.0,0
24,6.0,6,3,6.0,2352074.0,24,256,4,80,7a711dd0-7888-411d-8bcd-839a86be5678,1749057104.0,1
12976,2162.6667,5840,4,2162.6667,34900000.0,12976,229,6,132,6262370b-8a8b-47f6-bdf1-cb2dc16f9497,1749057104.0,0
1777,296.16666,1448,5,296.16666,30210.346,1777,8192,6,132,4ea0948a-6ffd-48b5-a5bb-87f3558caf29,1749057104.0,0
11613,1659.0,4380,5,1659.0,37400000.0,11613,229,7,152,1b5462b6-faf9-4e67-8ccc-7d1ad8c42148,1749057104.0,0
11607,1934.5,5840,4,1934.5,40900000.0,11607,229,6,132,a8701916-de56-4f2c-afa4-52ff9077c9a2,1749057104.0,0
26,8.666667,20,2,8.666667,9970.913,26,8192,3,72,8a00dc61-23e6-4815-9268-552fa12d343f,1749057104.0,1
26,8.666667,20,2,8.666667,411.53613,26,8192,3,72,b55bedff-ffa2-4b6a-b2de-4178df37ffa5,1749057104.0,1
26,8.666667,20,2,8.666667,287.08536,26,8192,3,72,63eba729-94b3-4998-b8e4-1656bd8983e1,1749057104.0,1
6,6.0,6,0,6.0,0.0,6,123,1,20,4b8139af-d20d-4835-8154-b9fabe55f90b,1749057104.0,0
78,39.0,39,1,39.0,0.0,78,-1,2,40,492d6b78-c0ab-45d2-b4be-efcdef0b34ea,1749057104.0,0
6,6.0,6,0,6.0,0.0,6,229,1,20,e65645e4-05bf-4985-9113-5d5cefff1a27,1749057104.0,0
56,7.0,20,6,7.0,26600000.0,56,256,8,172,c413bd25-ad15-4ffb-8b6b-2a79a9871c6b,1749057104.0,1
56,7.0,20,6,7.0,32800000.0,56,256,8,172,55c12aab-0038-4bb7-bbb3-b6db89103ec3,1749057104.0,1
56,7.0,20,6,7.0,30600000.0,56,256,8,172,6dd39c44-fba4-40a1-900f-f4c1db1a50dc,1749057104.0,1
20,10.0,20,1,10.0,0.0,20,8192,2,52,acb749f1-7d27-44bb-9deb-78483fb9841f,1749057104.0,1
30,6.0,6,4,6.0,5858139.0,30,256,5,100,7e0c6a99-e7a2-4adc-8e1d-159f6d58ea59,1749057104.0,1
56,7.0,20,6,7.0,34900000.0,56,256,8,172,b50ee1d9-6bf2-4337-93db-d4fefc0702b6,1749057104.0,1
65,21.666666,53,2,21.666666,218.496,65,256,3,60,b751b965-5b01-4eb0-a1db-64a5f6281efa,1749057104.0,0
11607,1658.1428,5840,5,1658.1428,36500000.0,11607,229,7,152,8152e25a-5d30-462b-8d41-3135f650822f,1749057104.0,0
26,8.666667,20,2,8.666667,286.37823,26,8192,3,72,233ed844-8dd8-473a-8458-092e3ac51128,1749057104.0,1
53,53.0,53,0,53.0,0.0,53,-1,1,20,349549d5-6f23-4fd3-a481-00ad025264b2,1749057104.0,0
11607,1934.5,7300,4,1934.5,36600000.0,11607,229,6,132,a3636a3f-aba2-4f7b-8475-f721fe9c31cf,1749057104.0,0
26,8.666667,20,2,8.666667,17577.26,26,8192,3,72,c9446870-e639-4462-8acc-882e062344cf,1749057104.0,1
30,6.0,6,4,6.0,2361551.0,30,256,5,100,7cda9a5e-9b39-4c15-96d1-2f0eece60760,1749057104.0,1
26,8.666667,20,2,8.666667,564.27124,26,8192,3,72,7cc11cd5-d60c-49de-930d-55e900249738,1749057104.0,1
26,8.666667,20,2,8.666667,1422.6989,26,8192,3,72,2deb280b-cb69-4137-aff7-e4258b0698e6,1749057104.0,1
26,8.666667,20,2,8.666667,386.0803,26,8192,3,72,ace5b652-6362-41c5-96d5-2e72539156f9,1749057104.0,1
54,54.0,54,0,54.0,0.0,54,-1,1,20,14b8f59a-0b20-4332-9d80-1d44ce3db6e9,1749057104.0,0
26,8.666667,20,2,8.666667,26894.1,26,8192,3,72,17b79bd3-c42b-4970-942a-816082f2dace,1749057104.0,1
30,6.0,6,4,6.0,66686.65,30,256,5,100,9e012803-9bf3-4f14-9a1a-e6f4b2b25dd8,1749057104.0,1
26,8.666667,20,2,8.666667,443.35596,26,8192,3,72,030645a3-52af-4a3a-abae-9b88956d7d82,1749057104.0,1
26,8.666667,20,2,8.666667,19786.969,26,8192,3,72,ed72d01b-2b13-448a-be87-61dadc8e4aec,1749057104.0,1
135,27.0,46,4,27.0,2614928.2,135,256,5,100,af2e42a3-a3ef-4d8d-a26c-54c837c8504c,1749057104.0,0
78,39.0,39,1,39.0,0.0,78,-1,2,40,f1a8d861-1fba-4257-84b7-16151a5cb294,1749057104.0,0
26,8.666667,20,2,8.666667,19546.553,26,8192,3,72,7c5cd42b-726f-4a80-a029-cba94fd64964,1749057104.0,1
26,8.666667,20,2,8.666667,9181.781,26,8192,3,72,fd4e80d7-d5e7-4201-a17d-8b1cc450fe6b,1749057104.0,1
26,8.666667,20,2,8.666667,399.51532,26,8192,3,72,6e127e57-bb07-40e5-897d-daf281b78c0f,1749057104.0,1
26,8.666667,20,2,8.666667,634.2748,26,8192,3,72,3aae6985-e803-409b-a920-8502a11deafc,1749057104.0,1
698,87.25,517,7,87.25,1824058.6,698,8192,8,172,c29c5264-b126-47a0-94b7-130f17dbacd7,1749057104.0,0
26,8.666667,20,2,8.666667,420.72855,26,8192,3,72,6788e091-2343-4f38-b25d-b2fb48f37740,1749057104.0,1
56,7.0,20,6,7.0,35300000.0,56,256,8,172,317c43d8-5116-4c50-b740-9909437167aa,1749057104.0,1
26,8.666667,20,2,8.666667,343.6539,26,8192,3,72,a0143718-0584-473b-976f-0f97a13d8d17,1749057104.0,1
26,8.666667,20,2,8.666667,348.60364,26,8192,3,72,604d0ed8-b702-429e-9d17-d2cb3ba40075,1749057104.0,1
24,6.0,6,3,6.0,3777225.8,24,256,4,80,84a4aab9-567e-4452-9b9b-70575f07ff7b,1749057104.0,1
26,8.666667,20,2,8.666667,18560.139,26,8192,3,72,a85ff5cb-6e3e-483a-8a4b-636cae26fdc6,1749057104.0,1
58,29.0,29,1,29.0,0.0,58,-1,2,64,109843d0-f8f1-459c-9896-077d16b6ef74,1749057104.0,0
6,6.0,6,0,6.0,0.0,6,16425,1,20,81e1ad81-6a85-4ae2-bb58-25a60cf14b49,1749057104.0,0
26,8.666667,20,2,8.666667,3536.241,26,8192,3,72,b31beb58-3fb2-4df4-9414-e6bc70c8bae1,1749057104.0,1
30,6.0,6,4,6.0,3032763.0,30,256,5,100,9378699f-d1e0-4e01-91ed-ecf34dbba88a,1749057104.0,1
26,8.666667,20,2,8.666667,4968.1323,26,8192,3,72,f749a266-7648-4541-b90b-9d7e34ddb128,1749057104.0,1
26,8.666667,20,2,8.666667,5647.6616,26,8192,3,72,98d83a1d-71f5-42a2-bd2c-2f782e1739ad,1749057104.0,1
148,37.0,37,3,37.0,17715.992,148,-1,4,128,fdda00a2-4307-4109-a149-4dd385174d04,1749057104.0,0
24,6.0,6,3,6.0,5219384.0,24,256,4,80,7827507b-536f-42c0-b3d4-564a785a772c,1749057104.0,1
6,6.0,6,0,6.0,0.0,6,229,1,20,e400deaa-ae84-4fe7-9fb6-f96d23093195,1749057104.0,0
26,8.666667,20,2,8.666667,4101.219,26,8192,3,72,e209b45a-30fb-421e-8d6a-baf61bd338de,1749057104.0,1
30,6.0,6,4,6.0,771999.6,30,256,5,100,d1d31c95-67e0-4bc5-89cd-9f6f92730330,1749057104.0,1
24,6.0,6,3,6.0,2323205.0,24,256,4,80,2b736d3b-dfbd-4309-bfc8-dd00ababa988,1749057104.0,1
26,8.666667,20,2,8.666667,4584.1733,26,8192,3,72,d3ca4ceb-f4a5-4b76-8456-eea83d883eda,1749057104.0,1
74,37.0,37,1,37.0,0.0,74,-1,2,40,c8dab795-28ca-46c6-bf33-fd8c18d62904,1749057104.0,0
58,29.0,29,1,29.0,0.0,58,-1,2,40,9fafb9b3-f694-4e5c-b640-d253c1098e12,1749057104.0,0
56,7.0,20,6,7.0,24700000.0,56,256,8,172,6c26c173-9b1e-44bc-96a8-1ca1f0657175,1749057104.0,1
6,3.0,6,1,3.0,0.0,6,235,2,52,9ba6f8a6-755c-4db8-b571-7137ee8e3363,1749057104.0,0
30,6.0,6,4,6.0,4084398.0,30,256,5,100,179b3541-a1f6-44e0-98f6-baf2bdccca12,1749057104.0,1
26,8.666667,20,2,8.666667,25455.137,26,8192,3,72,dd8f4ec7-4a81-4d63-b595-5aac0fb95356,1749057104.0,1
30,6.0,6,4,6.0,201888.03,30,256,5,100,85544915-c8ae-4058-b3a7-689d9d4efc91,1749057104.0,1
611,101.833336,517,5,101.833336,2550307.5,611,8192,6,132,61734d56-1af1-4ca7-a14f-117bac34711a,1749057104.0,0
56,7.0,20,6,7.0,29100000.0,56,256,8,172,f3c5d456-c457-4532-a2ec-745abd537c6a,1749057104.0,1
64,32.0,32,1,32.0,0.0,64,-1,2,40,8ac11a55-ef71-4108-bd9e-addac61f762e,1749057104.0,0
6,6.0,6,0,6.0,0.0,6,229,1,20,68ab1aa4-0e4f-48a2-aeea-297525b6d020,1749057104.0,0
6,6.0,6,0,6.0,0.0,6,31088,1,20,b4f98e57-bd18-47c7-a72c-a28f74e6632c,1749057104.0,0
30,6.0,6,4,6.0,845485.94,30,256,5,100,2a4eacd5-3a51-40fc-b4e8-f437582a9bd7,1749057104.0,1
30,6.0,6,4,6.0,2702139.8,30,256,5,100,4dd908c1-1edc-4441-8dce-0bc1d3a1f799,1749057104.0,1
30,6.0,6,4,6.0,2157121.0,30,256,5,100,a262eb94-5778-4918-9fe7-da41963fb86e,1749057104.0,1
26,8.666667,20,2,8.666667,496.38895,26,8192,3,72,671ae406-1dc2-4225-9659-f5533d2991b6,1749057104.0,1
26,8.666667,20,2,8.666667,18379.826,26,8192,3,72,19092e8d-f7a0-4707-b9f7-96d3aa666f5b,1749057104.0,1
11607,1658.1428,5840,5,1658.1428,367702.5,11607,8192,7,164,ebaf3ca6-27a1-42f6-8955-99354db218cd,1749057104.0,0
30,6.0,6,4,6.0,4980882.5,30,256,5,100,286aa695-06dc-40eb-863f-2fdfa84263c3,1749057104.0,1
70,35.0,35,1,35.0,0.0,70,-1,2,64,06976c14-8cdc-4bb9-aa8b-3db8ddcf6d19,1749057104.0,0
26,8.666667,20,2,8.666667,8448.512,26,8192,3,72,4480a089-f205-41f5-8df3-ca07b3b53150,1749057104.0,1
2710,15.310735,233,176,15.310735,6212880.0,2710,8192,177,3552,c4d1e0d0-4591-4126-89a7-9c7248b39b65,1749057104.0,0
6,6.0,6,0,6.0,0.0,6,229,1,20,c3ba1c5c-f0f3-40b0-a6ab-54b48729cdfc,1749057104.0,0
56,7.0,20,6,7.0,30400000.0,56,256,8,172,82673094-6908-4626-af46-c8c88ea0d889,1749057104.0,1
12,6.0,6,1,6.0,0.0,12,252,2,40,177a8235-0ffe-47d8-8377-c6b8b415661e,1749057104.0,0
2710,69.48718,408,37,69.48718,163245.2,2710,8192,39,804,6ba97f0a-27a4-4f29-a742-f1bfc24ed1fd,1749057104.0,0
24,6.0,6,3,6.0,4693904.5,24,256,4,80,728a4cba-afcb-436e-a600-e4075d2597a8,1749057104.0,1
89,89.0,89,0,89.0,0.0,89,-1,1,20,ac97ac4e-526e-449a-b767-f45cebd5ef8f,1749057104.0,0
50,7.142857,20,5,7.142857,3308790.5,50,256,7,152,ae7c98e2-e6b7-4a68-986d-f5e8d5c27f3a,1749057104.0,1
376,75.2,376,1,75.2,19200000.0,376,65535,5,172,d81bed7f-9527-4735-9ffd-72fc9a5f5607,1749057104.0,0
62,31.0,31,1,31.0,0.0,62,-1,2,64,91bb29e3-8425-4d33-9d48-3dc967238111,1749057104.0,0
26,8.666667,20,2,8.666667,429.2138,26,8192,3,72,027b4797-c310-4c6b-b079-59e6133d88c5,1749057104.0,1
6,6.0,6,0,6.0,0.0,6,229,1,20,7b45306f-fe7a-49dc-a1d7-263278702508,1749057104.0,0
3448,11.767918,278,236,11.767918,1430466.2,3448,8192,293,6712,5549e8dd-8e5d-4e3f-89dc-eeb1d656a29f,1749057104.0,0
60,30.0,30,1,30.0,0.0,60,-1,2,64,f21b9a6a-54cc-4018-9507-9633ec2a1c1e,1749057104.0,0
24,6.0,6,3,6.0,5788368.5,24,256,4,80,2cf8d768-9d20-4ce0-80cb-13d88cf99ebd,1749057104.0,1
26,8.666667,20,2,8.666667,396.6869,26,8192,3,72,858aa4db-bea2-440e-aa73-d8a63f4045ba,1749057104.0,1
30,6.0,6,4,6.0,125361.516,30,256,5,100,8892ac77-26e8-4a2f-926e-a83a40b7d878,1749057104.0,1
6,6.0,6,0,6.0,0.0,6,229,1,20,43ae134a-3b46-4a98-9969-ebcfe07dbbfe,1749057104.0,0
26,8.666667,20,2,8.666667,10291.939,26,8192,3,72,629efdd4-bd08-4beb-97a5-253d5e1e0417,1749057104.0,1
24,6.0,6,3,6.0,911972.25,24,256,4,80,c2284cb7-25ac-4b11-93d5-24fa8690d07a,1749057104.0,1
6,6.0,6,0,6.0,0.0,6,229,1,20,bfbb865e-169b-4b6c-9de9-ead82df431ba,1749057104.0,0
30,6.0,6,4,6.0,1893789.0,30,256,5,100,9cf09029-0808-49b7-a936-b1e16fc00cbe,1749057104.0,1
24,6.0,6,3,6.0,5716508.0,24,256,4,80,6ebd2d15-b88e-4d3b-ad52-22852536c7b8,1749057104.0,1
11607,2321.4,7300,3,2321.4,40600000.0,11607,229,5,112,5ce793e4-08bb-44f2-ac33-99a29b8040d5,1749057104.0,0
26,8.666667,20,2,8.666667,17693.227,26,8192,3,72,f29ab2f9-c0b9-419c-b893-40263032a786,1749057104.0,1
30,6.0,6,4,6.0,4628381.0,30,256,5,100,b5faa2b1-181a-4d16-adad-3597f07dfbda,1749057104.0,1
26,8.666667,20,2,8.666667,20515.996,26,8192,3,72,ea85d760-0212-4e7d-bf3c-a40b97ed6ab6,1749057104.0,1
30,6.0,6,4,6.0,2551077.2,30,256,5,100,b65c8917-8b6e-4867-a119-2fc51240a2c1,1749057104.0,1
80,40.0,40,1,40.0,0.0,80,-1,2,64,90633799-a46c-4a8a-8221-82b0443a9722,1749057104.0,0
24,6.0,6,3,6.0,17068.574,24,256,4,80,815d5fa1-8899-4c6b-b679-69014c1b4508,1749057104.0,1
0,0.0,0,0,0.0,0.0,0,972,1,32,a438781c-403b-42c3-8ea9-471639e2c6b7,1749057104.0,0
62,6.888889,20,7,6.888889,26500000.0,62,256,9,192,3ebb037f-cc72-48d4-80c6-b12f597a36fa,1749057104.0,1
26,8.666667,20,2,8.666667,412.24326,26,8192,3,72,5259e59d-e912-4ff4-8b02-0b65d9e09d13,1749057104.0,1
24,6.0,6,3,6.0,5374141.0,24,256,4,80,78012893-8380-4ed7-93af-d7a12ccf3c1e,1749057104.0,1
26,8.666667,20,2,8.666667,14736.8125,26,8192,3,72,ca6f2894-37a3-4cfc-9fce-8773c31dd085,1749057104.0,1
26,8.666667,20,2,8.666667,21225.932,26,8192,3,72,22263aa7-3268-4061-bfa5-34a6eedac8a5,1749057104.0,1
90,45.0,45,1,45.0,0.0,90,-1,2,40,f0d656af-4d7b-443f-b5c1-fd7a461ac660,1749057104.0,0
56,7.0,20,6,7.0,32600000.0,56,256,8,172,1f9ddb2f-fe3b-48a6-b9eb-7adc29eb130e,1749057104.0,1
84,42.0,42,1,42.0,0.0,84,-1,2,40,29eca74d-994f-4ede-a395-d917875a2dc6,1749057104.0,0
26,8.666667,20,2,8.666667,480.12552,26,8192,3,72,dde28822-e3d1-415e-8dac-493324aa5d53,1749057104.0,1
30,6.0,6,4,6.0,5084710.0,30,256,5,100,7fea02f4-59a8-4510-8c9a-237337f465ee,1749057104.0,1
24,6.0,6,3,6.0,2264327.8,24,256,4,80,5f178365-b435-4f3a-a69f-f955bf31467f,1749057104.0,1
6,6.0,6,0,6.0,0.0,6,229,1,20,6f12c88b-ddaf-465c-87ad-034b95da0aa1,1749057104.0,0
42,42.0,42,0,42.0,0.0,42,-1,1,20,2140ea0b-c2a3-4427-bc15-920200ea69e5,1749057104.0,0
26,8.666667,20,2,8.666667,658.3164,26,8192,3,72,132c5998-b48f-4ba7-8e28-81d420911c95,1749057104.0,1
30,6.0,6,4,6.0,271785.44,30,256,5,100,06ce2511-1142-4e01-a560-8f4202f6f57b,1749057104.0,1
26,8.666667,20,2,8.666667,2588.0107,26,8192,3,72,b9ba19cb-c3a2-48b2-ac9f-9024e0314e99,1749057104.0,1
26,8.666667,20,2,8.666667,7060.4614,26,8192,3,72,0f9e8bd5-358d-4337-bf6c-a415e6efed31,1749057104.0,1
24,6.0,6,3,6.0,2385286.5,24,256,4,80,7e74c288-fa38-4bd9-9817-bb8c2fb2e410,1749057104.0,1
26,8.666667,20,2,8.666667,6350.526,26,8192,3,72,fe6317a0-b909-43da-9774-321e87903760,1749057104.0,1
6,6.0,6,0,6.0,0.0,6,229,1,20,382a3096-891d-4cc1-b5bc-8bcb2c98aed9,1749057104.0,0
65,21.666666,53,2,21.666666,217.7889,65,253,3,60,63accdf7-f7b4-4464-9a75-ea5cb58f32c7,1749057104.0,0
6,6.0,6,0,6.0,0.0,6,229,1,20,6dccc6ed-2926-4b16-b074-b6e8209150bb,1749057104.0,0
26,8.666667,20,2,8.666667,365.57422,26,8192,3,72,181a5f25-a0a0-4a64-b9f7-1b91087af16f,1749057104.0,1
30,6.0,6,4,6.0,52871.438,30,256,5,100,7f02bdcb-0577-49ad-a6a3-d5d28c557385,1749057104.0,1
26,8.666667,20,2,8.666667,472.34732,26,8192,3,72,d7586e62-20ab-4bb3-a1dc-829bef54eea8,1749057104.0,1
11613,1935.5,10220,4,1935.5,45600000.0,11613,229,6,132,b3091c8c-0fba-453c-826f-c6008773e5b9,1749057104.0,0
324,64.8,324,1,64.8,126657.08,324,29200,5,168,110c3e69-45e2-41e2-afec-c065d232046f,1749057104.0,0
30,6.0,6,4,6.0,5513343.5,30,256,5,100,54f43d5a-aefe-4abc-9f85-c3ca740f77e6,1749057104.0,1
26,8.666667,20,2,8.666667,390.32294,26,8192,3,72,f07617a5-60cc-4764-aa71-ddd04b9e5343,1749057104.0,1
30,6.0,6,4,6.0,1022087.94,30,256,5,100,fa5ce70b-f7f0-4de6-8f0c-b261f6ae4481,1749057104.0,1
26,8.666667,20,2,8.666667,484.36813,26,8192,3,72,8dd8cb1b-5263-4583-b5c6-d103a8fe6650,1749057104.0,1
1375,1375.0,1375,0,1375.0,0.0,1375,229,1,20,dede980f-e64d-4bb3-9a31-25fab17527fb,1749057104.0,0
56,7.0,20,6,7.0,29000000.0,56,256,8,172,734e1b68-73ae-4a20-994d-4996cf5f5711,1749057104.0,1
60,60.0,60,0,60.0,0.0,60,-1,1,32,44bbadff-b768-4d00-875d-a6522c858b9b,1749057104.0,0
24,6.0,6,3,6.0,6146041.0,24,256,4,80,6cbbb3cb-360b-4849-9fb5-fd1c77d68212,1749057104.0,1
26,8.666667,20,2,8.666667,3298.653,26,8192,3,72,4906e1de-b315-4f0d-b368-018f71412b26,1749057104.0,1
6,6.0,6,0,6.0,0.0,6,4835,1,20,ac503be7-9ada-4683-9c9c-8fe71c846e46,1749057104.0,0
62,6.888889,20,7,6.888889,27100000.0,62,256,9,192,46323876-f18f-470f-ad81-1eaf525948d7,1749057104.0,1
1331,27.729166,570,31,27.729166,9814.204,1331,29200,48,1220,e1597e7d-be48-493b-b9fb-66bd9363cff2,1749057104.0,0
56,7.0,20,6,7.0,31100000.0,56,256,8,172,e7528c4c-1052-429f-b194-f3181e42a054,1749057104.0,1
70,35.0,35,1,35.0,0.0,70,-1,2,64,1f9f3d2e-8439-4720-af4c-a6d5d51d0796,1749057104.0,0
