subflow_fwd_bytes,avg_fwd_segment_size,fwd_packet_length_max,fwd_act_data_packets,fwd_packet_length_mean,fwd_iat_std,fwd_packets_length_total,init_fwd_win_bytes,subflow_fwd_packets,fwd_header_length,record_id,event_time,label
62,6.888889,20,7,6.888889,33000000.0,62,256,9,192,82ae763d-7097-4c7b-88b0-2effa78017dc,1749057104.0,1
394,43.77778,186,8,43.77778,27000000.0,394,254,9,180,3fb2caa7-b0a7-4db3-844d-ea66dfdb7cfe,1749057104.0,0
6,6.0,6,0,6.0,0.0,6,229,1,20,060ab371-d2a9-41ba-83a9-28803d4e84fc,1749057104.0,0
36,6.0,6,5,6.0,4096145.8,36,256,6,120,a15507ee-56a3-4425-ad54-5ac4de73a364,1749057104.0,1
26,8.666667,20,2,8.666667,456.791,26,8192,3,72,4f27abbe-87ae-4ab0-abc7-a2810440b291,1749057104.0,1
11613,1935.5,10135,4,1935.5,3524013.5,11613,229,6,132,01610e9f-eb82-44fc-a93b-cc264c253e16,1749057104.0,0
26,8.666667,20,2,8.666667,373.3524,26,8192,3,72,3eb16970-b413-4dc5-8807-4aaeb8a1a6e6,1749057104.0,1
56,7.0,20,6,7.0,28900000.0,56,256,8,172,b6c96be9-af6b-4217-a51f-9a82a78fb44c,1749057104.0,1
30,6.0,6,4,6.0,3874644.0,30,256,5,100,9c9266f9-536f-4b30-9fec-f36448863105,1749057104.0,1
157,52.333332,157,1,52.333332,144505.75,157,29200,3,104,37548caa-17ab-487b-8f29-202717b38735,1749057104.0,0
24,6.0,6,3,6.0,2238106.5,24,256,4,80,cdebd3ad-ff2a-42ca-bea2-c20ede09191c,1749057104.0,1
26,8.666667,20,2,8.666667,2036.4675,26,8192,3,72,dfdf1388-bc74-4226-a8d4-8579a3ac990d,1749057104.0,1
11613,1659.0,5840,5,1659.0,40100000.0,11613,229,7,152,e9de04e5-9974-4b05-b6c0-9251574679fd,1749057104.0,0
78,39.0,39,1,39.0,0.0,78,-1,2,80,99779d01-b1a1-4b5d-9524-f776152909a5,1749057104.0,0
26,8.666667,20,2,8.666667,8459.825,26,8192,3,72,5746c197-84da-407b-845d-98830fa83d4e,1749057104.0,1
30,6.0,6,4,6.0,3945530.2,30,256,5,100,16afa3b0-1ab9-4f30-a498-cd081222a820,1749057104.0,1
611,101.833336,517,5,101.833336,2327494.8,611,8192,6,132,0aa5362a-8ec6-45d9-b29a-0915be02fd1c,1749057104.0,0
650,50.0,50,12,50.0,1.1677485,650,-1,13,260,d1c48702-4ee1-431b-bde6-172e9dcafb86,1749057104.0,0
26,8.666667,20,2,8.666667,726.19867,26,8192,3,72,b3a7b357-5591-48b8-9f13-4fd681bc5902,1749057104.0,1
11601,2320.2,8760,3,2320.2,220718.23,11601,8192,5,124,4d7dccff-d62f-4075-8d0c-d54d8342bdbe,1749057104.0,0
24,6.0,6,3,6.0,5709799.0,24,256,4,80,9fbc8a26-323a-4096-a4f4-1ace750c7d5d,1749057104.0,1
1375,1375.0,1375,0,1375.0,0.0,1375,229,1,20,7e621a70-1715-492a-b6a2-01feb742b97f,1749057104.0,0
0,0.0,0,0,0.0,0.0,0,29200,1,40,40c86ddf-f5a5-48dd-9618-0825110b0422,1749057104.0,0
11601,1933.5,4380,4,1933.5,182000.55,11601,8192,6,144,83b30650-16c0-4c84-b778-ed6fc0bf0681,1749057104.0,0
30,6.0,6,4,6.0,999319.94,30,256,5,100,63eb9900-690b-48ef-9775-87396aa399a2,1749057104.0,1
58,19.333334,46,2,19.333334,31.819805,58,252,3,60,928fd266-1da4-490d-aab3-0732262fbcba,1749057104.0,0
26,8.666667,20,2,8.666667,391.03006,26,8192,3,72,9030a399-2e33-465c-a018-56c7bd355a5b,1749057104.0,1
26,8.666667,20,2,8.666667,111.01576,26,8192,3,72,cd912673-6989-4f71-8eac-bdf2a45d9b15,1749057104.0,1
6,6.0,6,0,6.0,0.0,6,229,1,20,8456df8e-0fbb-4ac3-ac32-fc9d7c96157f,1749057104.0,0
11613,1935.5,5840,4,1935.5,43200000.0,11613,229,6,132,70c6e893-de93-4ffe-96fb-4635c47773db,1749057104.0,0
24,6.0,6,3,6.0,13000000.0,24,256,4,80,c8fa9810-7330-499d-b2c0-a6ac906d1a2e,1749057104.0,1
114,38.0,77,2,38.0,13110.467,114,980,3,60,70247491-63de-4475-9909-2c348d1115ce,1749057104.0,0
30,6.0,6,4,6.0,990158.44,30,256,5,100,fc937cb6-1772-4f74-bf58-0af319a0e70c,1749057104.0,1
80,40.0,40,1,40.0,0.0,80,-1,2,64,34b92b8d-2ad9-4d06-919f-475b3eb0a853,1749057104.0,0
11601,1657.2858,4380,5,1657.2858,19270.354,11601,8192,7,164,501139d9-ff16-435e-872a-823e08ced765,1749057104.0,0
206,41.2,188,4,41.2,54900000.0,206,65535,5,112,5f205207-095d-4151-8b9c-7e5eaa47a5a5,1749057104.0,0
0,0.0,0,0,0.0,13386.945,0,8192,3,92,54a9ea19-dc94-4b87-a36e-6f79d80b3cc7,1749057104.0,0
26,8.666667,20,2,8.666667,11027.33,26,8192,3,72,5da271ec-3328-44ef-a33a-de01be751dd7,1749057104.0,1
30,6.0,6,4,6.0,2659589.2,30,256,5,100,cab3f922-7bf3-4699-8c82-005c4e4b0ee5,1749057104.0,1
0,0.0,0,0,0.0,5522.504,0,8192,3,92,2bc2a6b3-c9c5-4fe2-acef-c090610dd42c,1749057104.0,0
40,40.0,40,0,40.0,0.0,40,-1,1,20,c96992d9-3462-4608-89a3-936497d48d43,1749057104.0,0
26,8.666667,20,2,8.666667,496.38895,26,8192,3,72,a1566306-8d42-452b-b03a-be6da27f2bf2,1749057104.0,1
12,4.0,6,2,4.0,169381.77,12,8192,3,72,0f422d5e-ae78-4d8b-a7df-f1a97eb782ec,1749057104.0,0
30,6.0,6,4,6.0,5023890.0,30,256,5,100,07f92502-d76c-4926-acd4-a51c6e9cf924,1749057104.0,1
66,33.0,33,1,33.0,0.0,66,-1,2,40,c4a6cd65-be6b-4d5a-8afa-5b4224d93044,1749057104.0,0
24,6.0,6,3,6.0,6633566.5,24,256,4,80,790e8098-b48e-4855-b6b2-ea7033806093,1749057104.0,1
30,6.0,6,4,6.0,1810786.1,30,256,5,100,a58ceaf5-60ec-40af-9129-9789f2b90042,1749057104.0,1
26,8.666667,20,2,8.666667,664.68036,26,8192,3,72,8951d3a0-f010-4cb2-ad2c-af753c6398da,1749057104.0,1
26,8.666667,20,2,8.666667,605.2834,26,8192,3,72,a5062b70-0e33-4cab-9f13-0c79143dd20c,1749057104.0,1
102,51.0,51,1,51.0,0.0,102,-1,2,64,80070b83-2561-4354-b047-107c4afe0820,1749057104.0,0
26,8.666667,20,2,8.666667,8338.203,26,8192,3,72,7067da72-ed07-4105-a2f5-d36e6c1882bd,1749057104.0,1
56,7.0,20,6,7.0,27800000.0,56,256,8,172,33bbced8-e70a-4f61-a60a-55ff25327cc7,1749057104.0,1
6,6.0,6,0,6.0,0.0,6,229,1,20,9e974246-1b9a-49e4-84d8-5941916ec196,1749057104.0,0
56,7.0,20,6,7.0,27000000.0,56,256,8,172,a47781a3-d357-444d-b541-5f9e9c35878a,1749057104.0,1
64,32.0,32,1,32.0,0.0,64,-1,2,80,fb668e8f-5a22-4788-9917-6ed442138f28,1749057104.0,0
24,6.0,6,3,6.0,5848709.0,24,256,4,80,1833c24d-b50d-40dd-adc0-f5580a67ff31,1749057104.0,1
96,48.0,48,1,48.0,0.0,96,-1,2,64,2f7b9826-63dc-44cb-b0b8-5f60fcfb6b5c,1749057104.0,0
94,47.0,47,1,47.0,0.0,94,-1,2,64,3926c70b-7073-49f1-9ab5-77091f3f49dd,1749057104.0,0
770,96.25,428,7,96.25,3749590.8,770,8192,8,172,705f0976-1094-44fe-b22c-3a92f5b08b58,1749057104.0,0
76,38.0,38,1,38.0,0.0,76,-1,2,40,40724995-e42d-4077-b796-60d56bc3aa1e,1749057104.0,0
56,7.0,20,6,7.0,32000000.0,56,256,8,172,3b4d4278-8e56-4b93-b11e-07e02e3abe2a,1749057104.0,1
282,94.0,276,2,94.0,23048.146,282,8192,3,72,982b8060-b2ad-4933-a956-e062f63fb225,1749057104.0,0
56,7.0,20,6,7.0,34800000.0,56,256,8,172,e44f38fe-7da0-4bbe-b1c2-d017aeef142a,1749057104.0,1
24,6.0,6,3,6.0,1009487.25,24,256,4,80,b8ba34ae-f856-4385-bca1-6150d3413376,1749057104.0,1
26,8.666667,20,2,8.666667,4830.2466,26,8192,3,72,e441c4ae-7d42-4fcd-a1d8-679bc1dabdf8,1749057104.0,1
26,8.666667,20,2,8.666667,7785.9526,26,8192,3,72,be2950cb-0111-4d8d-8e3a-ee3b0177ac05,1749057104.0,1
26,8.666667,20,2,8.666667,10080.515,26,8192,3,72,3e5e2456-ef75-443c-b22a-5e45fdea431e,1749057104.0,1
56,7.0,20,6,7.0,23400000.0,56,256,8,172,d4b08491-5ea6-49a9-a3be-80d28845c6f6,1749057104.0,1
20,10.0,20,1,10.0,0.0,20,8192,2,52,25351da9-3a2d-40bb-bda3-3dee21cda328,1749057104.0,1
30,6.0,6,4,6.0,1956352.8,30,256,5,100,6b42ed0a-18f8-4cb2-aee0-27ef12465456,1749057104.0,1
43,14.333333,31,2,14.333333,2.1213202,43,997,3,60,7ce86d69-139f-41c5-bc95-ead95cb2fdb4,1749057104.0,0
6,6.0,6,0,6.0,0.0,6,229,1,20,bd9596bd-359a-4a2d-864f-3967f6c7fb71,1749057104.0,0
935,133.57143,569,6,133.57143,77110.84,935,8192,7,152,b2aefc4e-c6ba-4261-8278-952ee4b3e5ae,1749057104.0,0
24,6.0,6,3,6.0,3434659.8,24,256,4,80,7ddcd64b-5628-44a5-a728-6ed76a64ee93,1749057104.0,1
24,6.0,6,3,6.0,4509560.5,24,256,4,80,ea5763ec-6a28-458d-8b4b-7034a8a12f23,1749057104.0,1
56,7.0,20,6,7.0,24200000.0,56,256,8,172,d6dcfd80-2487-4d08-a740-f56de658276a,1749057104.0,1
11601,1933.5,5840,4,1933.5,53869.984,11601,8192,6,144,b4e67e5c-e1e3-418e-9b4a-2b4677110386,1749057104.0,0
26,8.666667,20,2,8.666667,9842.927,26,8192,3,72,afce83e4-9ff5-4b83-bac1-fd4ec1322852,1749057104.0,1
26,8.666667,20,2,8.666667,9165.519,26,8192,3,72,8fb16f55-fe7d-419a-9aee-cc9744150256,1749057104.0,1
26,8.666667,20,2,8.666667,23330.281,26,8192,3,72,7f2fa738-0968-45c7-9d3d-7ec0438097a5,1749057104.0,1
6,6.0,6,0,6.0,0.0,6,229,1,20,bf185388-3d43-450d-ad50-6b416e7ca7c0,1749057104.0,0
120,30.0,30,3,30.0,17696.941,120,-1,4,104,6c32c5e1-2b89-4f45-abee-19734b7558c0,1749057104.0,0
26,8.666667,20,2,8.666667,1692.8136,26,8192,3,72,849389a8-e54f-40e1-8cb8-d6802be3aba3,1749057104.0,1
26,8.666667,20,2,8.666667,17991.625,26,8192,3,72,ce609dee-3e48-4da0-9da0-71fb83fd5cce,1749057104.0,1
6,6.0,6,0,6.0,0.0,6,229,1,20,369797aa-3dfe-4e6f-b308-7a6ea22f7a44,1749057104.0,0
44,44.0,44,0,44.0,0.0,44,-1,1,20,7a80ccd8-2613-463f-ad05-f6ba60e74c52,1749057104.0,0
1325,55.208332,467,23,55.208332,5063600.0,1325,8192,24,492,14846b55-0601-40d4-b866-9518100701a7,1749057104.0,0
42,42.0,42,0,42.0,0.0,42,-1,1,32,5f5c455a-afc7-47fa-bd13-fc203adc3366,1749057104.0,0
26,8.666667,20,2,8.666667,366.98843,26,8192,3,72,3e1ef343-a247-43ef-84a3-0e27b93e0259,1749057104.0,1
26,8.666667,20,2,8.666667,1346.3313,26,8192,3,72,65069611-0c6c-440e-a02f-886e74267f62,1749057104.0,1
11613,2322.6,11595,3,2322.6,43700000.0,11613,229,5,112,67586534-5eab-460a-bd55-e5fe65b08fdf,1749057104.0,0
43,14.333333,31,2,14.333333,0.70710677,43,1013,3,60,3b692566-b693-4a8e-b3c4-c2cc171fb193,1749057104.0,0
62,31.0,31,1,31.0,0.0,62,-1,2,40,aaad169e-a997-438a-a3d8-a99569c1a5ee,1749057104.0,0
24,6.0,6,3,6.0,607815.0,24,256,4,80,fbc82474-656f-4ff5-b674-21e7396e2139,1749057104.0,1
43,43.0,43,0,43.0,0.0,43,-1,1,32,82264051-1ad4-49d7-8bf0-4b88cf74329b,1749057104.0,0
19376,197.71428,1058,97,197.71428,5918232.5,19376,2286,98,1960,556ae698-7f41-448a-aca5-888498fe5314,1749057104.0,0
7033,213.12122,509,32,213.12122,4583512.5,7033,8192,33,672,5bcd9613-89a3-413a-8065-5b5eddfccc93,1749057104.0,0
30,6.0,6,4,6.0,3011701.8,30,256,5,100,5bb1c68a-b3ed-4abe-a180-52ea5be0d218,1749057104.0,1
26,8.666667,20,2,8.666667,2776.1013,26,8192,3,72,58442191-58ba-4c2d-a1fb-7433c3b5eac2,1749057104.0,1
7616,476.0,4380,15,476.0,5062338.5,7616,8192,16,332,8ed5f700-7625-4f1c-90f5-79698b42dc34,1749057104.0,0
30,6.0,6,4,6.0,4040613.2,30,256,5,100,4e58f290-1395-4f32-9897-1fe3f3c76913,1749057104.0,1
56,7.0,20,6,7.0,29600000.0,56,256,8,172,0900a639-3791-4a68-9ec7-f0fe0fa22992,1749057104.0,1
24,6.0,6,3,6.0,4429888.0,24,256,4,80,45df728e-d649-4d4a-b1c8-73d539411a44,1749057104.0,1
26,8.666667,20,2,8.666667,463.86206,26,8192,3,72,e37e7210-aff9-476b-b380-e0e3e424ff42,1749057104.0,1
6,6.0,6,0,6.0,0.0,6,229,1,20,8a32c142-53b9-46c4-9a1f-cf677ddb3986,1749057104.0,0
0,0.0,0,0,0.0,0.0,0,114,2,64,e5e45b9c-040d-4f9a-a07e-39240e659dc8,1749057104.0,0
140,35.0,35,3,35.0,17534.416,140,-1,4,80,4c9682c8-6105-4b8b-b3ad-f7275e25c79f,1749057104.0,0
26,8.666667,20,2,8.666667,17588.574,26,8192,3,72,097e9eb7-68e6-44c5-9a14-8f072e95dfd9,1749057104.0,1
30,6.0,6,4,6.0,3559135.2,30,256,5,100,3262b4d6-31d0-4921-99d8-810f1d295733,1749057104.0,1
11613,2322.6,11595,3,2322.6,43000000.0,11613,229,5,112,77a7ef62-2775-4c93-a363-9373bbf9c80f,1749057104.0,0
26,8.666667,20,2,8.666667,364.16,26,8192,3,72,a185253c-0dde-4f92-84ee-41238d86cdea,1749057104.0,1
12,6.0,6,1,6.0,0.0,12,63015,2,40,9f524ea6-07c0-4b43-8a7d-909201c4560f,1749057104.0,0
26,8.666667,20,2,8.666667,3742.009,26,8192,3,72,cdb0d615-3491-4a84-b146-07f3aed631e6,1749057104.0,1
26,8.666667,20,2,8.666667,4253.247,26,8192,3,72,46a5da83-18f7-4963-89f9-f15d640519a2,1749057104.0,1
26,8.666667,20,2,8.666667,450.42703,26,8192,3,72,050b6800-5cd6-40dd-9c18-77bcebbeee22,1749057104.0,1
66,33.0,33,1,33.0,0.0,66,-1,2,80,7ecc86f2-bfe7-43bf-8753-4d381863f10c,1749057104.0,0
56,7.0,20,6,7.0,26000000.0,56,256,8,172,8be405b5-cfce-4ff8-8c9b-c497a5943e67,1749057104.0,1
26,8.666667,20,2,8.666667,348.60364,26,8192,3,72,e8765b66-c084-4ab7-a21a-004770e67dcf,1749057104.0,1
26,8.666667,20,2,8.666667,434.16357,26,8192,3,72,17ed396c-e2c3-46be-bb8b-f695dcb673be,1749057104.0,1
11607,1658.1428,4380,5,1658.1428,35400000.0,11607,229,7,152,b4703e35-6ca0-435e-a36e-432a1a3c39db,1749057104.0,0
56,7.0,20,6,7.0,32700000.0,56,256,8,172,0545a191-4131-48e5-859b-37e525115677,1749057104.0,1
11607,2321.4,11595,3,2321.4,372002.78,11607,8192,5,124,5352391d-685b-4599-88f0-7590b4848ee7,1749057104.0,0
56,7.0,20,6,7.0,31000000.0,56,256,8,172,b328d39a-9dfe-4169-8168-3360f3e0c817,1749057104.0,1
20,10.0,20,1,10.0,0.0,20,8192,2,52,fd1c4ea3-e0ff-4805-9ada-b063b76171aa,1749057104.0,1
26,8.666667,20,2,8.666667,388.90872,26,8192,3,72,63d260ee-aa95-4e63-813c-b198ff517ca4,1749057104.0,1
11607,1934.5,10135,4,1934.5,544789.2,11607,8192,6,144,38ab37e5-acbc-45ef-808f-e2ccbd976819,1749057104.0,0
26,8.666667,20,2,8.666667,478.7113,26,8192,3,72,cea63d92-8db9-43ba-b465-62ec000824ad,1749057104.0,1
30,6.0,6,4,6.0,4156718.8,30,256,5,100,6a1acf8b-1c20-4378-a7c2-951cee660a5d,1749057104.0,1
24,6.0,6,3,6.0,5803113.0,24,256,4,80,8438bda6-22e1-4261-b411-da9409628c59,1749057104.0,1
11607,1658.1428,5840,5,1658.1428,33100000.0,11607,229,7,152,78762bd5-b7a8-4632-b417-74a1187ac2c8,1749057104.0,0
68,34.0,34,1,34.0,0.0,68,-1,2,64,512f97a7-f94a-4814-8693-2b51ee4f13b7,1749057104.0,0
11613,2322.6,11595,3,2322.6,47600000.0,11613,229,5,112,71069d5c-3493-4cab-ad5c-96af09394f93,1749057104.0,0
24,6.0,6,3,6.0,28601.562,24,256,4,80,defda7b1-15d9-411f-9908-febce79e3b94,1749057104.0,1
64,32.0,32,1,32.0,0.0,64,-1,2,64,41c82c1e-f087-4bca-a067-1a9129003ce7,1749057104.0,0
56,7.0,20,6,7.0,32000000.0,56,256,8,172,2ab72e47-2d41-4294-aefd-7b24c409c938,1749057104.0,1
62,6.888889,20,7,6.888889,23500000.0,62,256,9,192,940b6b93-24f2-44f8-8315-3bde54bc945f,1749057104.0,1
30,6.0,6,4,6.0,988337.25,30,256,5,100,925a0fed-c3f0-4ede-bc1b-013d4336fb56,1749057104.0,1
24,6.0,6,3,6.0,5814615.0,24,256,4,80,89cdd180-a27e-441b-9ea2-4045667b9e66,1749057104.0,1
0,0.0,0,0,0.0,0.0,0,129,1,32,c4e1d952-153a-4fce-b468-c4625d0cbc05,1749057104.0,0
20,10.0,20,1,10.0,0.0,20,8192,2,52,45f6bef8-d618-4878-9eca-0afbac470999,1749057104.0,1
56,7.0,20,6,7.0,32900000.0,56,256,8,172,c9859284-858f-40f8-b297-5648a065f4dc,1749057104.0,1
26,8.666667,20,2,8.666667,7073.189,26,8192,3,72,d7da0a1f-5f61-419f-9c5a-6fe04bd941f7,1749057104.0,1
0,0.0,0,0,0.0,1237389.5,0,8192,3,92,3b121de7-4c48-49e3-b99f-c48cdf723ae8,1749057104.0,0
11613,1659.0,5840,5,1659.0,39100000.0,11613,229,7,152,6f7f816b-9913-479f-9f99-472b277e9790,1749057104.0,0
30,6.0,6,4,6.0,4709729.0,30,256,5,100,df4429f9-11d1-40a4-9835-c6f18840c715,1749057104.0,1
26,8.666667,20,2,8.666667,27011.479,26,8192,3,72,cdae9ad3-56ce-48ac-b814-2e7a904e3dd3,1749057104.0,1
30,6.0,6,4,6.0,3564920.0,30,256,5,100,7c44c35a-99b3-415d-8b74-d9e3136c228b,1749057104.0,1
26,8.666667,20,2,8.666667,22516.4,26,8192,3,72,06fc67e1-77cd-49ec-af73-790445c91faf,1749057104.0,1
56,7.0,20,6,7.0,28500000.0,56,256,8,172,6bb743a7-475f-40f2-843a-a854f4559dbe,1749057104.0,1
90,45.0,45,1,45.0,0.0,90,-1,2,64,831e81ce-5786-4794-9bb5-5026ff69fb66,1749057104.0,0
1950,50.0,50,38,50.0,175000.53,1950,-1,39,1092,0ad033b4-7b41-4e14-b519-5921bbf06599,1749057104.0,0
26,8.666667,20,2,8.666667,21218.152,26,8192,3,72,0a895973-5240-4cf6-8c41-504c9a55f3d7,1749057104.0,1
24,6.0,6,3,6.0,4517715.0,24,256,4,80,131a4dea-03d5-46f3-8480-528e2b6ce336,1749057104.0,1
26,8.666667,20,2,8.666667,512.6524,26,8192,3,72,e8f92779-b749-4e58-8426-21fff3d2fe29,1749057104.0,1
62,6.888889,20,7,6.888889,22600000.0,62,256,9,192,e1a5e0a6-0122-4f9c-9a3f-68dcf76ea32e,1749057104.0,1
12,4.0,6,2,4.0,3985232.0,12,8192,3,72,8bcc5adf-d7df-4adb-9fe6-c742a1749515,1749057104.0,0
26,8.666667,20,2,8.666667,26149.516,26,8192,3,72,b8499d46-f9be-4266-a98a-5f79254687f9,1749057104.0,1
96,48.0,48,1,48.0,0.0,96,-1,2,64,31b4ca1b-5eee-45f6-b35c-35054ffa270f,1749057104.0,0
26,8.666667,20,2,8.666667,323.85492,26,8192,3,72,0f21170d-f92d-40e5-9b7b-033e14c15e9a,1749057104.0,1
26,8.666667,20,2,8.666667,6617.8125,26,8192,3,72,666fd84d-b4fe-4f3a-8c26-674b22827165,1749057104.0,1
26,8.666667,20,2,8.666667,5637.762,26,8192,3,72,438312f6-25b7-4301-9998-73d5d138c99d,1749057104.0,1
26,8.666667,20,2,8.666667,4236.277,26,8192,3,72,481d2555-76b2-4458-8324-cef8ed094dbb,1749057104.0,1
56,7.0,20,6,7.0,29500000.0,56,256,8,172,d3c192da-e28b-4124-8b62-254a74105f23,1749057104.0,1
90,45.0,47,1,45.0,0.0,90,-1,2,60,4d6133ef-b5ba-4ebc-aaa4-8cabb221f636,1749057104.0,0
26,8.666667,20,2,8.666667,3133.8972,26,8192,3,72,108d7b2b-8822-4cfe-9c18-576227dc9946,1749057104.0,1
26,8.666667,20,2,8.666667,506.28845,26,8192,3,72,478595b7-4d87-4e4f-83ad-a19638b4af83,1749057104.0,1
42,42.0,42,0,42.0,0.0,42,-1,1,40,a7e88ac3-bc97-4bfa-8612-524d41e8ac09,1749057104.0,0
62,6.888889,20,7,6.888889,24700000.0,62,256,9,192,f94cbd3b-77d7-4a47-9c85-8d1073cb4158,1749057104.0,1
6,6.0,6,0,6.0,0.0,6,63182,1,20,f6b46071-f665-4b5f-aa01-cc960de0bc83,1749057104.0,0
6,6.0,6,0,6.0,0.0,6,229,1,20,950f0a9e-0ab4-4a71-899c-1c5f5edcc8b8,1749057104.0,0
60,30.0,30,1,30.0,0.0,60,-1,2,40,12113277-35ef-4caa-9433-6532a6677bb7,1749057104.0,0
384,48.0,203,7,48.0,2135008.2,384,8192,8,172,3f2b9c7a-2d7c-4816-b71d-d7ede6660315,1749057104.0,0
26,8.666667,20,2,8.666667,29697.07,26,8192,3,72,f6f711e8-e74b-4cf7-b6cb-9f9af6a915bd,1749057104.0,1
698,87.25,517,7,87.25,2038792.2,698,8192,8,172,f1ad57e7-16d9-4c58-9644-988eb8cbc8b5,1749057104.0,0
11607,1658.1428,5840,5,1658.1428,40800000.0,11607,229,7,152,548738df-3224-4623-9b9f-de23eb9179d8,1749057104.0,0
56,7.0,20,6,7.0,30200000.0,56,256,8,172,f23055c7-e0b9-4464-8549-8732a55c40a6,1749057104.0,1
599,85.57143,517,3,85.57143,2030172.8,599,29200,7,232,5b5d3b8c-c5cf-4a73-b4d3-11093c4ba82e,1749057104.0,0
64,32.0,32,1,32.0,0.0,64,-1,2,64,9c7bcf1a-3cda-4bee-b26f-13014bb0fb1a,1749057104.0,0
24,6.0,6,3,6.0,4981879.5,24,256,4,80,5b0409e9-8794-4658-9cd4-45da51374062,1749057104.0,1
11601,1657.2858,4380,5,1657.2858,16947.209,11601,8192,7,164,d6d2ef29-c1c7-4586-beca-a08935350b5a,1749057104.0,0
11607,2321.4,8760,3,2321.4,46000000.0,11607,229,5,112,a736ca7e-46a4-4a58-bdde-50718d283fa3,1749057104.0,0
1375,1375.0,1375,0,1375.0,0.0,1375,229,1,20,e8843409-ff83-4f0d-87aa-13ef89489b0d,1749057104.0,0
26,8.666667,20,2,8.666667,17766.059,26,8192,3,72,4a6dd06b-b011-4481-a29b-e40dc9860e3e,1749057104.0,1
56,7.0,20,6,7.0,35000000.0,56,256,8,172,d3028d01-dc45-4fb4-aba1-6563b5946b91,1749057104.0,1
136,34.0,34,3,34.0,39952.926,136,-1,4,80,3aadcbd3-c002-43a8-a447-64ddc0c26745,1749057104.0,0
30,6.0,6,4,6.0,983007.44,30,256,5,100,322ef87e-fb0b-48ee-9449-a1bf847c5a4b,1749057104.0,1
56,7.0,20,6,7.0,31100000.0,56,256,8,172,cf63637c-e445-45f0-820a-02019a929551,1749057104.0,1
62,6.888889,20,7,6.888889,23200000.0,62,256,9,192,7b2f3bd5-db5e-4c7f-bb68-3cbc5a8e10b4,1749057104.0,1
20,10.0,20,1,10.0,0.0,20,8192,2,52,21e5b293-a10c-4773-84f2-2d28e95be7dd,1749057104.0,1
1817,302.83334,1162,5,302.83334,8034.1396,1817,8192,6,132,5b4c74e2-418b-4e32-83e0-cfad7deea2d4,1749057104.0,0
56,7.0,20,6,7.0,36500000.0,56,256,8,172,53994e30-938c-4168-a021-4420c382256b,1749057104.0,1
46,46.0,46,0,46.0,0.0,46,-1,1,20,39786f58-66aa-419f-8bb0-aa2faa85011d,1749057104.0,0
26,8.666667,20,2,8.666667,456.08386,26,8192,3,72,05c3b4b7-8cba-4188-8e1b-c5cc6e6e739c,1749057104.0,1
11601,1933.5,5840,4,1933.5,829474.25,11601,8192,6,144,436c9155-d696-417b-b918-193c2ec49164,1749057104.0,0
94,47.0,47,1,47.0,0.0,94,-1,2,64,e9de6486-da70-4383-9d2d-8417c01f997e,1749057104.0,0
373,26.642857,301,13,26.642857,4799796.0,373,8192,14,292,ab971c0e-6140-4aa3-9256-c854524a872b,1749057104.0,0
62,6.888889,20,7,6.888889,25000000.0,62,256,9,192,9c881adb-cc20-4193-86a0-2b0f5deb8e88,1749057104.0,1
30,6.0,6,4,6.0,4549053.5,30,256,5,100,810a9fc9-5bcd-4128-998b-eedf0789553b,1749057104.0,1
56,7.0,20,6,7.0,2282248.8,56,256,8,172,3fe7f5a5-bfbd-4e00-b373-dc0c28d1419d,1749057104.0,1
11607,2321.4,11595,3,2321.4,279882.34,11607,8192,5,124,da9c57c0-b89a-43a4-bd43-7293521ad0c0,1749057104.0,0
6,6.0,6,0,6.0,0.0,6,229,1,20,d772fcf5-e232-45bf-b9e3-735d8227edcf,1749057104.0,0
64,32.0,32,1,32.0,0.0,64,-1,2,40,56fbbc65-a7da-44bc-93a6-d74f0d9ffce1,1749057104.0,0
56,7.0,20,6,7.0,26400000.0,56,256,8,172,01064b53-c5ad-4953-aed4-3d2474e79873,1749057104.0,1
11601,1933.5,4380,5,1933.5,190311.77,11601,29200,6,132,a84cac57-fec2-401b-9539-0e58edec9560,1749057104.0,0
30,6.0,6,4,6.0,3990048.2,30,256,5,100,eb70da48-fbd8-4560-937d-57c46d747902,1749057104.0,1
26,8.666667,20,2,8.666667,822.3652,26,8192,3,72,5dc491f8-d538-4db2-af34-90c6ff1c28a7,1749057104.0,1
30,6.0,6,4,6.0,3709412.5,30,256,5,100,bc751b20-1163-4632-8eaa-604279c79114,1749057104.0,1
6,6.0,6,0,6.0,0.0,6,229,1,20,04592024-9ff7-49cb-bbe9-e4fb68712b38,1749057104.0,0
26,8.666667,20,2,8.666667,413.65747,26,8192,3,72,2f5ac70a-631d-4177-b1a0-5da31c6d0835,1749057104.0,1
24,6.0,6,3,6.0,4729773.0,24,256,4,80,61210512-8edd-426a-8553-e2470df8db2f,1749057104.0,1
24,6.0,6,3,6.0,1505396.8,24,256,4,80,0225797c-7cb6-4d95-a8ef-990e6ac63426,1749057104.0,1
30,6.0,6,4,6.0,2007297.2,30,256,5,100,71836cd6-7f9e-4fda-8699-1be2849772b8,1749057104.0,1
26,8.666667,20,2,8.666667,8714.384,26,8192,3,72,cbc9b0ef-afca-4367-b9a4-8323473f08a9,1749057104.0,1
